display_name,position,week,season,team,opp,game_location,spread_line,total_line,gsis_id,proj_team_score,Projection,salary,opp_Rank,Value,ProjectedOwnership,optimal_exposure,PotentialLeverage,last_update
Philip Rivers,QB,15,2025,IND,SEA,away,13.50,41.50,00-0022942,14.00,10.42,4900,10.00,2.23,0.10,0.14,0.04,2025-12-14T06:24:28Z
Aaron Rodgers,QB,15,2025,PIT,MIA,home,-3.00,42.50,00-0023459,22.75,15.73,,22.00,,,,,2025-12-14T06:24:28Z
Matthew Stafford,QB,15,2025,LA,DET,home,-6.00,54.50,00-0026498,30.25,19.53,7000,26.00,2.84,8.74,3.67,-5.06,2025-12-14T06:24:28Z
Kirk Cousins,QB,15,2025,ATL,TB,away,6.00,43.50,00-0029604,18.75,13.28,,30.00,,,,,2025-12-14T06:24:28Z
Marcus Mariota,QB,15,2025,WAS,NYG,away,2.50,46.50,00-0032268,22.00,18.27,5000,29.00,3.59,8.30,5.91,-2.39,2025-12-14T06:24:28Z
Dak Prescott,QB,15,2025,DAL,MIN,home,-5.50,47.50,00-0033077,26.50,19.31,,3.00,,,,,2025-12-14T06:24:28Z
Jared Goff,QB,15,2025,DET,LA,away,6.00,54.50,00-0033106,24.25,16.64,6100,11.00,2.78,5.72,2.33,-3.39,2025-12-14T06:24:28Z
Jacoby Brissett,QB,15,2025,ARI,HOU,away,10.50,42.50,00-0033119,16.00,15.08,5500,1.00,2.73,1.74,2.44,0.70,2025-12-14T06:24:28Z
Patrick Mahomes II,QB,15,2025,KC,LAC,home,-6.00,41.50,00-0033873,23.75,19.08,6500,2.00,2.95,3.74,4.49,0.75,2025-12-14T06:24:28Z
Lamar Jackson,QB,15,2025,BAL,CIN,away,-3.00,51.50,00-0034796,27.25,20.46,6400,31.00,3.04,10.95,7.58,-3.37,2025-12-14T06:24:28Z
Baker Mayfield,QB,15,2025,TB,ATL,home,-6.00,43.50,00-0034855,24.75,17.40,,19.00,,,,,2025-12-14T06:24:28Z
Josh Allen,QB,15,2025,BUF,NE,away,-1.50,48.50,00-0034857,25.00,21.86,7500,18.00,2.82,5.06,7.04,1.98,2025-12-14T06:24:28Z
Sam Darnold,QB,15,2025,SEA,IND,home,-13.50,41.50,00-0034869,27.50,16.38,5800,17.00,2.96,5.90,2.67,-3.23,2025-12-14T06:24:28Z
Tua Tagovailoa,QB,15,2025,MIA,PIT,away,3.00,42.50,00-0036212,19.75,12.64,,27.00,,,,,2025-12-14T06:24:28Z
Jordan Love,QB,15,2025,GB,DEN,away,-1.50,42.50,00-0036264,22.00,15.36,5400,6.00,2.82,2.28,2.59,0.31,2025-12-14T06:24:28Z
Justin Herbert,QB,15,2025,LAC,KC,away,6.00,41.50,00-0036355,17.75,16.43,6300,15.00,2.61,1.27,2.04,0.77,2025-12-14T06:24:28Z
Jalen Hurts,QB,15,2025,PHI,LV,home,-12.50,38.50,00-0036389,25.50,20.53,6800,16.00,2.93,6.82,6.31,-0.50,2025-12-14T06:24:28Z
Joe Burrow,QB,15,2025,CIN,BAL,home,3.00,51.50,00-0036442,24.25,18.79,6600,20.00,2.70,6.55,5.65,-0.90,2025-12-14T06:24:28Z
Trevor Lawrence,QB,15,2025,JAX,NYJ,home,-13.50,41.50,00-0036971,27.50,17.68,5700,13.00,3.26,9.00,4.33,-4.67,2025-12-14T06:24:28Z
Brock Purdy,QB,15,2025,SF,TEN,home,-12.50,44.50,00-0037834,28.50,20.06,6200,24.00,3.18,9.64,7.35,-2.30,2025-12-14T06:24:28Z
Kenny Pickett,QB,15,2025,LV,PHI,away,12.50,38.50,00-0038102,13.00,12.28,4500,14.00,2.81,0.49,1.11,0.62,2025-12-14T06:24:28Z
Bryce Young,QB,15,2025,CAR,NO,away,-2.50,40.50,00-0039150,21.50,14.39,5100,9.00,2.90,1.73,1.70,-0.03,2025-12-14T06:24:28Z
C.J. Stroud,QB,15,2025,HOU,ARI,home,-10.50,42.50,00-0039163,26.50,17.40,5200,12.00,3.60,9.02,4.17,-4.85,2025-12-14T06:24:28Z
Bo Nix,QB,15,2025,DEN,GB,home,1.50,42.50,00-0039732,20.50,16.19,5900,7.00,2.79,1.38,2.76,1.38,2025-12-14T06:24:28Z
Drake Maye,QB,15,2025,NE,BUF,home,1.50,48.50,00-0039851,23.50,20.29,6700,5.00,2.84,4.38,6.99,2.61,2025-12-14T06:24:28Z
Caleb Williams,QB,15,2025,CHI,CLE,home,-7.50,38.50,00-0039918,23.00,16.39,5300,4.00,3.05,2.69,3.26,0.57,2025-12-14T06:24:28Z
J.J. McCarthy,QB,15,2025,MIN,DAL,away,5.50,47.50,00-0039923,21.00,16.18,,32.00,,,,,2025-12-14T06:24:28Z
Brady Cook,QB,15,2025,NYJ,JAX,away,13.50,41.50,00-0040398,14.00,11.68,4300,23.00,2.60,0.80,0.98,0.18,2025-12-14T06:24:28Z
Shedeur Sanders,QB,15,2025,CLE,CHI,away,7.50,38.50,00-0040668,15.50,12.87,4700,25.00,2.72,0.66,1.71,1.04,2025-12-14T06:24:28Z
Cam Ward,QB,15,2025,TEN,SF,away,12.50,44.50,00-0040676,16.00,12.80,4600,21.00,2.91,1.42,0.86,-0.56,2025-12-14T06:24:28Z
Jaxson Dart,QB,15,2025,NYG,WAS,home,-2.50,46.50,00-0040691,24.50,19.80,5600,28.00,3.38,11.71,8.81,-2.90,2025-12-14T06:24:28Z
Tyler Shough,QB,15,2025,NO,CAR,home,2.50,40.50,00-0040743,19.00,15.92,4900,8.00,3.21,1.80,3.11,1.32,2025-12-14T06:24:28Z
Kyle Juszczyk,RB,15,2025,SF,TEN,home,-12.50,44.50,00-0029892,28.50,3.72,4000,22.00,0.96,0.24,0.04,-0.19,2025-12-14T06:24:28Z
Raheem Mostert,RB,15,2025,LV,PHI,away,12.50,38.50,00-0031687,13.00,2.94,4300,24.00,0.60,0.43,0.04,-0.39,2025-12-14T06:24:28Z
Ameer Abdullah,RB,15,2025,IND,SEA,away,13.50,41.50,00-0032104,14.00,2.52,4000,6.00,0.64,0.06,0.02,-0.04,2025-12-14T06:24:28Z
Derrick Henry,RB,15,2025,BAL,CIN,away,-3.00,51.50,00-0032764,27.25,16.21,7300,32.00,2.19,13.58,10.49,-3.09,2025-12-14T06:24:28Z
Christian McCaffrey,RB,15,2025,SF,TEN,home,-12.50,44.50,00-0033280,28.50,25.14,9000,22.00,2.48,23.61,23.60,-0.01,2025-12-14T06:24:28Z
Aaron Jones Sr.,RB,15,2025,MIN,DAL,away,5.50,47.50,00-0033293,21.00,11.06,,29.00,,,,,2025-12-14T06:24:28Z
Samaje Perine,RB,15,2025,CIN,BAL,home,3.00,51.50,00-0033526,24.25,6.19,,20.00,,1.00,0.52,-0.48,2025-12-14T06:24:28Z
Dare Ogunbowale,RB,15,2025,HOU,ARI,home,-10.50,42.50,00-0033854,26.50,2.75,4000,28.00,0.78,0.82,0.02,-0.80,2025-12-14T06:24:28Z
Kareem Hunt,RB,15,2025,KC,LAC,home,-6.00,41.50,00-0033923,23.75,10.54,5400,14.00,1.73,1.44,4.42,2.98,2025-12-14T06:24:28Z
Jeremy McNichols,RB,15,2025,WAS,NYG,away,2.50,46.50,00-0033955,22.00,5.59,4100,31.00,1.15,0.16,1.38,1.21,2025-12-14T06:24:28Z
Nick Chubb,RB,15,2025,HOU,ARI,home,-10.50,42.50,00-0034791,26.50,3.49,4600,28.00,0.67,0.32,0.11,-0.21,2025-12-14T06:24:28Z
Saquon Barkley,RB,15,2025,PHI,LV,home,-12.50,38.50,00-0034844,25.50,16.53,7100,23.00,2.41,16.04,8.36,-7.68,2025-12-14T06:24:28Z
Andrew Beck,RB,15,2025,NYJ,JAX,away,13.50,41.50,00-0034959,14.00,1.24,4000,5.00,0.32,0.04,,,2025-12-14T06:24:28Z
Devin Singletary,RB,15,2025,NYG,WAS,home,-2.50,46.50,00-0035250,24.50,8.99,5000,27.00,1.74,1.22,2.44,1.21,2025-12-14T06:24:28Z
Tony Pollard,RB,15,2025,TEN,SF,away,12.50,44.50,00-0035261,16.00,10.41,5200,16.00,2.06,4.08,2.19,-1.90,2025-12-14T06:24:28Z
Trayveon Williams,RB,15,2025,CLE,CHI,away,7.50,38.50,00-0035291,15.50,0.86,4000,7.00,0.28,0.02,,,2025-12-14T06:24:28Z
Ty Johnson,RB,15,2025,BUF,NE,away,-1.50,48.50,00-0035537,25.00,5.83,4500,3.00,1.18,0.16,1.04,0.88,2025-12-14T06:24:28Z
D'Ernest Johnson,RB,15,2025,NE,BUF,home,1.50,48.50,00-0035628,23.50,0.14,4000,26.00,0.02,0.00,,,2025-12-14T06:24:28Z
David Montgomery,RB,15,2025,DET,LA,away,6.00,54.50,00-0035685,24.25,9.09,5000,4.00,1.60,0.80,2.82,2.02,2025-12-14T06:24:28Z
Josh Jacobs,RB,15,2025,GB,DEN,away,-1.50,42.50,00-0035700,22.00,15.86,6900,2.00,2.08,5.29,9.51,4.22,2025-12-14T06:24:28Z
Rico Dowdle,RB,15,2025,CAR,NO,away,-2.50,40.50,00-0036139,21.50,12.22,6600,18.00,1.86,2.73,3.61,0.88,2025-12-14T06:24:28Z
Jonathan Taylor,RB,15,2025,IND,SEA,away,13.50,41.50,00-0036223,14.00,17.17,8500,6.00,1.87,4.36,7.74,3.38,2025-12-14T06:24:28Z
D'Andre Swift,RB,15,2025,CHI,CLE,home,-7.50,38.50,00-0036275,23.00,12.35,5700,13.00,2.09,4.42,4.93,0.50,2025-12-14T06:24:28Z
Chuba Hubbard,RB,15,2025,CAR,NO,away,-2.50,40.50,00-0036555,21.50,10.02,4600,18.00,2.17,4.47,3.44,-1.03,2025-12-14T06:24:28Z
Rhamondre Stevenson,RB,15,2025,NE,BUF,home,1.50,48.50,00-0036875,23.50,9.04,5100,26.00,1.64,1.71,2.48,0.77,2025-12-14T06:24:28Z
Kenneth Gainwell,RB,15,2025,PIT,MIA,home,-3.00,42.50,00-0036919,22.75,11.72,,17.00,,,,,2025-12-14T06:24:28Z
Michael Carter,RB,15,2025,ARI,HOU,away,10.50,42.50,00-0036924,16.00,5.02,4200,8.00,1.33,0.14,0.34,0.20,2025-12-14T06:24:28Z
Travis Etienne Jr.,RB,15,2025,JAX,NYJ,home,-13.50,41.50,00-0036973,27.50,14.66,6500,30.00,2.20,15.90,7.98,-7.92,2025-12-14T06:24:28Z
Javonte Williams,RB,15,2025,DAL,MIN,home,-5.50,47.50,00-0036997,26.50,14.87,,11.00,,,,,2025-12-14T06:24:28Z
Tyler Badie,RB,15,2025,DEN,GB,home,1.50,42.50,00-0037085,20.50,2.71,4000,9.00,0.82,0.04,0.04,0.00,2025-12-14T06:24:28Z
Tyler Goodson,RB,15,2025,IND,SEA,away,13.50,41.50,00-0037120,14.00,0.28,4000,6.00,0.08,0.01,0.01,0.00,2025-12-14T06:24:28Z
Zonovan Knight,RB,15,2025,ARI,HOU,away,10.50,42.50,00-0037157,16.00,9.69,4900,8.00,1.90,1.78,3.24,1.46,2025-12-14T06:24:28Z
Isiah Pacheco,RB,15,2025,KC,LAC,home,-6.00,41.50,00-0037197,23.75,6.08,4700,14.00,1.34,0.62,0.59,-0.04,2025-12-14T06:24:28Z
Jaylen Warren,RB,15,2025,PIT,MIA,home,-3.00,42.50,00-0037228,22.75,13.45,,17.00,,,,,2025-12-14T06:24:28Z
James Cook III,RB,15,2025,BUF,NE,away,-1.50,48.50,00-0037248,25.00,16.51,8000,3.00,1.87,5.82,9.34,3.52,2025-12-14T06:24:28Z
Rachaad White,RB,15,2025,TB,ATL,home,-6.00,43.50,00-0037256,24.75,7.12,,19.00,,,,,2025-12-14T06:24:28Z
Tyler Allgeier,RB,15,2025,ATL,TB,away,6.00,43.50,00-0037263,18.75,7.49,,21.00,,,,,2025-12-14T06:24:28Z
Jordan Mason,RB,15,2025,MIN,DAL,away,5.50,47.50,00-0037525,21.00,7.53,,29.00,,,,,2025-12-14T06:24:28Z
Malik Davis,RB,15,2025,DAL,MIN,home,-5.50,47.50,00-0037563,26.50,2.67,,11.00,,,,,2025-12-14T06:24:28Z
Hassan Haskins,RB,15,2025,LAC,KC,away,6.00,41.50,00-0037617,17.75,0.13,4000,7.00,0.09,0.00,,,2025-12-14T06:24:28Z
Velus Jones Jr.,RB,15,2025,SEA,IND,home,-13.50,41.50,00-0037745,27.50,0.00,4000,12.00,0.02,0.01,,,2025-12-14T06:24:28Z
Brian Robinson Jr.,RB,15,2025,SF,TEN,home,-12.50,44.50,00-0037746,28.50,4.93,4500,22.00,1.27,0.22,0.36,0.13,2025-12-14T06:24:28Z
Kyren Williams,RB,15,2025,LA,DET,home,-6.00,54.50,00-0037840,30.25,13.76,6800,1.00,1.85,4.00,5.82,1.82,2025-12-14T06:24:28Z
Breece Hall,RB,15,2025,NYJ,JAX,away,13.50,41.50,00-0038120,14.00,13.50,6200,5.00,2.20,5.81,5.82,0.01,2025-12-14T06:24:28Z
Kenneth Walker III,RB,15,2025,SEA,IND,home,-13.50,41.50,00-0038134,27.50,13.21,5600,12.00,2.39,11.62,6.74,-4.88,2025-12-14T06:24:28Z
Eric Gray,RB,15,2025,NYG,WAS,home,-2.50,46.50,00-0038396,24.50,0.40,4000,27.00,0.09,0.01,,,2025-12-14T06:24:28Z
Evan Hull,RB,15,2025,NO,CAR,home,2.50,40.50,00-0038397,19.00,3.20,4000,25.00,0.80,0.11,0.01,-0.10,2025-12-14T06:24:28Z
Zavier Scott,RB,15,2025,MIN,DAL,away,5.50,47.50,00-0038440,21.00,0.73,,29.00,,,,,2025-12-14T06:24:28Z
Keaton Mitchell,RB,15,2025,BAL,CIN,away,-3.00,51.50,00-0038454,27.25,4.92,4300,32.00,1.18,0.51,0.13,-0.38,2025-12-14T06:24:28Z
Bijan Robinson,RB,15,2025,ATL,TB,away,6.00,43.50,00-0038542,18.75,20.84,,21.00,,,,,2025-12-14T06:24:28Z
Tank Bigsby,RB,15,2025,PHI,LV,home,-12.50,38.50,00-0038555,25.50,1.69,4600,23.00,0.31,0.09,0.02,-0.07,2025-12-14T06:24:28Z
Chase Brown,RB,15,2025,CIN,BAL,home,3.00,51.50,00-0038597,24.25,15.36,6700,20.00,2.07,6.68,9.21,2.53,2025-12-14T06:24:28Z
Chris Rodriguez Jr.,RB,15,2025,WAS,NYG,away,2.50,46.50,00-0038611,22.00,9.21,4900,31.00,1.78,4.77,3.53,-1.24,2025-12-14T06:24:28Z
Chris Brooks,RB,15,2025,GB,DEN,away,-1.50,42.50,00-0038685,22.00,1.39,4000,2.00,0.50,0.02,,,2025-12-14T06:24:28Z
Emari Demercado,RB,15,2025,ARI,HOU,away,10.50,42.50,00-0038705,16.00,5.70,4400,8.00,1.44,5.73,0.33,-5.40,2025-12-14T06:24:28Z
Jaleel McLaughlin,RB,15,2025,DEN,GB,home,1.50,42.50,00-0038794,20.50,4.39,4000,9.00,1.11,0.03,0.07,0.04,2025-12-14T06:24:28Z
Emanuel Wilson,RB,15,2025,GB,DEN,away,-1.50,42.50,00-0038797,22.00,5.15,4400,2.00,1.11,0.06,0.27,0.21,2025-12-14T06:24:28Z
Sean Tucker,RB,15,2025,TB,ATL,home,-6.00,43.50,00-0038951,24.75,2.25,,19.00,,,,,2025-12-14T06:24:28Z
Tyjae Spears,RB,15,2025,TEN,SF,away,12.50,44.50,00-0039032,16.00,9.30,4700,16.00,2.10,4.34,1.56,-2.78,2025-12-14T06:24:28Z
De'Von Achane,RB,15,2025,MIA,PIT,away,3.00,42.50,00-0039040,19.75,21.23,,10.00,,,,,2025-12-14T06:24:28Z
Jahmyr Gibbs,RB,15,2025,DET,LA,away,6.00,54.50,00-0039139,24.25,20.98,8800,4.00,2.29,16.50,13.60,-2.90,2025-12-14T06:24:28Z
Zach Charbonnet,RB,15,2025,SEA,IND,home,-13.50,41.50,00-0039165,27.50,8.90,5100,12.00,1.58,1.13,2.42,1.29,2025-12-14T06:24:28Z
Bucky Irving,RB,15,2025,TB,ATL,home,-6.00,43.50,00-0039361,24.75,15.39,,19.00,,,,,2025-12-14T06:24:28Z
Sione Vaki,RB,15,2025,DET,LA,away,6.00,54.50,00-0039364,24.25,0.22,4000,4.00,0.03,0.02,,,2025-12-14T06:24:28Z
Audric Estime,RB,15,2025,NO,CAR,home,2.50,40.50,00-0039373,19.00,2.40,4000,25.00,0.46,0.02,0.01,-0.01,2025-12-14T06:24:28Z
Tyrone Tracy Jr.,RB,15,2025,NYG,WAS,home,-2.50,46.50,00-0039384,24.50,11.56,5500,27.00,2.27,8.75,3.34,-5.41,2025-12-14T06:24:28Z
Kimani Vidal,RB,15,2025,LAC,KC,away,6.00,41.50,00-0039391,17.75,8.13,5700,7.00,1.44,0.38,0.95,0.57,2025-12-14T06:24:28Z
Dylan Laube,RB,15,2025,LV,PHI,away,12.50,38.50,00-0039407,13.00,0.51,4000,24.00,0.20,0.03,,,2025-12-14T06:24:28Z
Blake Corum,RB,15,2025,LA,DET,home,-6.00,54.50,00-0039738,30.25,6.53,4800,1.00,1.45,1.29,0.72,-0.57,2025-12-14T06:24:28Z
Will Shipley,RB,15,2025,PHI,LV,home,-12.50,38.50,00-0039746,25.50,1.18,4100,23.00,0.40,0.17,,,2025-12-14T06:24:28Z
Rasheen Ali,RB,15,2025,BAL,CIN,away,-3.00,51.50,00-0039796,27.25,2.00,4000,32.00,0.82,0.08,,,2025-12-14T06:24:28Z
Isaiah Davis,RB,15,2025,NYJ,JAX,away,13.50,41.50,00-0039798,14.00,3.65,4000,5.00,0.92,0.10,0.09,-0.01,2025-12-14T06:24:28Z
Jaylen Wright,RB,15,2025,MIA,PIT,away,3.00,42.50,00-0039874,19.75,2.89,,10.00,,,,,2025-12-14T06:24:28Z
Ray Davis,RB,15,2025,BUF,NE,away,-1.50,48.50,00-0039875,25.00,2.10,4000,3.00,0.40,0.04,0.07,0.02,2025-12-14T06:24:28Z
Phil Mafah,RB,15,2025,DAL,MIN,home,-5.50,47.50,00-0040021,26.50,1.71,,11.00,,,,,2025-12-14T06:24:28Z
Brashard Smith,RB,15,2025,KC,LAC,home,-6.00,41.50,00-0040078,23.75,2.47,4000,14.00,1.00,0.09,,,2025-12-14T06:24:28Z
Ashton Jeanty,RB,15,2025,LV,PHI,away,12.50,38.50,00-0040122,13.00,14.04,5800,24.00,2.31,13.90,7.34,-6.56,2025-12-14T06:24:28Z
Kaleb Johnson,RB,15,2025,PIT,MIA,home,-3.00,42.50,00-0040142,22.75,1.68,,17.00,,,,,2025-12-14T06:24:28Z
Ollie Gordon II,RB,15,2025,MIA,PIT,away,3.00,42.50,00-0040198,19.75,2.34,,10.00,,,,,2025-12-14T06:24:28Z
Devin Neal,RB,15,2025,NO,CAR,home,2.50,40.50,00-0040202,19.00,12.78,5300,25.00,2.33,8.20,6.55,-1.64,2025-12-14T06:24:28Z
Kalel Mullings,RB,15,2025,TEN,SF,away,12.50,44.50,00-0040205,16.00,1.07,4000,16.00,0.15,0.02,0.01,-0.01,2025-12-14T06:24:28Z
Tahj Brooks,RB,15,2025,CIN,BAL,home,3.00,51.50,00-0040208,24.25,0.42,4000,20.00,0.09,0.01,,,2025-12-14T06:24:28Z
Kyle Monangai,RB,15,2025,CHI,CLE,home,-7.50,38.50,00-0040236,23.00,8.92,5200,13.00,1.72,1.86,2.17,0.31,2025-12-14T06:24:28Z
LeQuint Allen Jr.,RB,15,2025,JAX,NYJ,home,-13.50,41.50,00-0040238,27.50,1.51,4000,30.00,0.48,0.21,,,2025-12-14T06:24:28Z
Jacory Croskey-Merritt,RB,15,2025,WAS,NYG,away,2.50,46.50,00-0040242,22.00,5.48,4400,31.00,1.22,0.16,0.37,0.21,2025-12-14T06:24:28Z
Raheim Sanders,RB,15,2025,CLE,CHI,away,7.50,38.50,00-0040466,15.50,3.55,4000,15.00,0.87,0.16,0.06,-0.10,2025-12-14T06:24:28Z
Nathan Carter,RB,15,2025,ATL,TB,away,6.00,43.50,00-0040547,18.75,0.00,,21.00,,,,,2025-12-14T06:24:28Z
Woody Marks,RB,15,2025,HOU,ARI,home,-10.50,42.50,00-0040583,26.50,14.68,5600,28.00,2.60,23.07,9.73,-13.34,2025-12-14T06:24:28Z
Trevor Etienne,RB,15,2025,CAR,NO,away,-2.50,40.50,00-0040644,21.50,1.55,4000,18.00,0.28,0.00,,,2025-12-14T06:24:28Z
Omarion Hampton,RB,15,2025,LAC,KC,away,6.00,41.50,00-0040666,17.75,12.09,5900,7.00,1.82,1.47,5.05,3.58,2025-12-14T06:24:28Z
Jarquez Hunter,RB,15,2025,LA,DET,home,-6.00,54.50,00-0040692,30.25,0.29,4000,1.00,0.07,0.05,,,2025-12-14T06:24:28Z
Bhayshul Tuten,RB,15,2025,JAX,NYJ,home,-13.50,41.50,00-0040719,27.50,5.70,4500,30.00,1.13,0.40,0.77,0.36,2025-12-14T06:24:28Z
RJ Harvey,RB,15,2025,DEN,GB,home,1.50,42.50,00-0040730,20.50,13.83,6000,9.00,2.27,7.54,6.98,-0.56,2025-12-14T06:24:28Z
TreVeyon Henderson,RB,15,2025,NE,BUF,home,1.50,48.50,00-0040734,23.50,13.43,6100,26.00,2.03,5.18,7.21,2.03,2025-12-14T06:24:28Z
Quinshon Judkins,RB,15,2025,CLE,CHI,away,7.50,38.50,00-0040784,15.50,15.03,6300,15.00,2.32,9.42,9.47,0.06,2025-12-14T06:24:28Z
Adam Thielen,WR,15,2025,PIT,MIA,home,-3.00,42.50,00-0030035,22.75,2.65,,8.00,,,,,2025-12-14T06:24:28Z
Keenan Allen,WR,15,2025,LAC,KC,away,6.00,41.50,00-0030279,17.75,9.06,4800,13.00,1.87,1.81,1.43,-0.38,2025-12-14T06:24:28Z
DeAndre Hopkins,WR,15,2025,BAL,CIN,away,-3.00,51.50,00-0030564,27.25,4.17,3000,3.00,1.49,1.87,0.91,-0.96,2025-12-14T06:24:28Z
Davante Adams,WR,15,2025,LA,DET,home,-6.00,54.50,00-0031381,30.25,16.09,7200,31.00,2.42,14.30,7.75,-6.54,2025-12-14T06:24:28Z
Mike Evans,WR,15,2025,TB,ATL,home,-6.00,43.50,00-0031408,24.75,11.04,,21.00,,,,,2025-12-14T06:24:28Z
Stefon Diggs,WR,15,2025,NE,BUF,home,1.50,48.50,00-0031588,23.50,13.23,6000,15.00,2.07,5.78,6.14,0.37,2025-12-14T06:24:28Z
Tyler Lockett,WR,15,2025,LV,PHI,away,12.50,38.50,00-0032211,13.00,5.38,3400,14.00,1.63,0.65,0.30,-0.35,2025-12-14T06:24:28Z
Kalif Raymond,WR,15,2025,DET,LA,away,6.00,54.50,00-0032464,24.25,3.33,3400,19.00,1.29,0.64,,,2025-12-14T06:24:28Z
Demarcus Robinson,WR,15,2025,SF,TEN,home,-12.50,44.50,00-0032775,28.50,3.38,3000,23.00,1.22,0.32,0.13,-0.18,2025-12-14T06:24:28Z
Laquon Treadwell,WR,15,2025,IND,SEA,away,13.50,41.50,00-0032951,14.00,0.21,3000,6.00,0.07,0.00,0.02,0.02,2025-12-14T06:24:28Z
Kendrick Bourne,WR,15,2025,SF,TEN,home,-12.50,44.50,00-0033307,28.50,1.22,3800,23.00,0.52,0.10,,,2025-12-14T06:24:28Z
Tim Patrick,WR,15,2025,JAX,NYJ,home,-13.50,41.50,00-0033375,27.50,2.43,3700,10.00,0.59,0.10,0.08,-0.02,2025-12-14T06:24:28Z
Mack Hollins,WR,15,2025,NE,BUF,home,1.50,48.50,00-0033555,23.50,7.76,4000,15.00,2.00,1.84,2.47,0.62,2025-12-14T06:24:28Z
Noah Brown,WR,15,2025,WAS,NYG,away,2.50,46.50,00-0033591,22.00,5.80,3200,28.00,1.92,1.21,0.76,-0.45,2025-12-14T06:24:28Z
JuJu Smith-Schuster,WR,15,2025,KC,LAC,home,-6.00,41.50,00-0033857,23.75,5.61,,2.00,,0.00,0.67,0.67,2025-12-14T06:24:28Z
